pressure_mmHg,sensVal,Calculated Value
22.5,618,21.93594714
22.5,618,21.93594714
21.75,616,21.79708253
21.75,618,21.93594714
21.75,619,22.00537945
21.75,617,21.86651484
22.5,619,22.00537945
21.75,620,22.07481176
21.75,618,21.93594714
21.75,618,21.93594714
21.75,621,22.14424406
21.75,619,22.00537945
21.75,618,21.93594714
21.75,621,22.14424406
21.75,621,22.14424406
