Raw Value,Voltage (V),Current (mA),Receiver Ultrasound,Pressure (mmHg)
2416,1.95,10.82,879.0,31.95
2419,1.95,10.83,880.0,32.02
2416,1.95,10.82,880.0,31.95
2418,1.95,10.83,878.0,32.0
2421,1.95,10.84,879.0,32.06
2426,1.96,10.86,880.0,32.16
2433,1.96,10.89,879.0,32.31
2442,1.97,10.93,881.0,32.5
2448,1.97,10.96,883.0,32.63
2457,1.98,11.0,887.0,32.82
2470,1.99,11.06,887.0,33.09
2475,1.99,11.08,885.0,33.19
2471,1.99,11.06,886.0,33.11
2479,2.0,11.1,886.0,33.28
2478,2.0,11.09,891.0,33.26
2481,2.0,11.11,891.0,33.32
2479,2.0,11.1,891.0,33.28
2480,2.0,11.1,893.0,33.3
2494,2.01,11.17,896.0,33.59
2510,2.02,11.24,899.0,33.93
2516,2.03,11.26,903.0,34.05
2522,2.03,11.29,902.0,34.18
2526,2.04,11.31,899.0,34.26
2538,2.05,11.36,902.0,34.52
2544,2.05,11.39,908.0,34.64
2549,2.05,11.41,908.0,34.75
2543,2.05,11.39,911.0,34.62
2557,2.06,11.45,906.0,34.91
2551,2.06,11.42,911.0,34.79
2557,2.06,11.45,912.0,34.91
2587,2.08,11.58,912.0,35.54
2559,2.06,11.46,911.0,34.96
2619,2.11,11.73,909.0,36.22
2559,2.06,11.46,912.0,34.96
2557,2.06,11.45,912.0,34.91
2559,2.06,11.46,911.0,34.96
2559,2.06,11.46,912.0,34.96
2532,2.04,11.34,912.0,34.39
2544,2.05,11.39,912.0,34.64
2544,2.05,11.39,915.0,34.64
2653,2.14,11.88,912.0,36.93
2595,2.09,11.62,912.0,35.71
2559,2.06,11.46,917.0,34.96
2559,2.06,11.46,912.0,34.96
2584,2.08,11.57,915.0,35.48
2583,2.08,11.56,917.0,35.46
2590,2.09,11.6,915.0,35.61
2592,2.09,11.6,919.0,35.65
2593,2.09,11.61,915.0,35.67
2593,2.09,11.61,923.0,35.67
2593,2.09,11.61,917.0,35.67
2593,2.09,11.61,919.0,35.67
2594,2.09,11.61,918.0,35.69
2596,2.09,11.62,919.0,35.73
2593,2.09,11.61,919.0,35.67
2603,2.1,11.65,922.0,35.88
2598,2.09,11.63,922.0,35.77
2605,2.1,11.66,919.0,35.92
2603,2.1,11.65,919.0,35.88
2601,2.1,11.64,925.0,35.84
2602,2.1,11.65,923.0,35.86
2602,2.1,11.65,923.0,35.86
2606,2.1,11.67,926.0,35.94
2608,2.1,11.68,929.0,35.98
2611,2.1,11.69,925.0,36.05
2621,2.11,11.73,927.0,36.26
2624,2.11,11.75,929.0,36.32
2624,2.11,11.75,929.0,36.32
2627,2.12,11.76,930.0,36.38
2635,2.12,11.8,933.0,36.55
2633,2.12,11.79,933.0,36.51
2640,2.13,11.82,932.0,36.66
2639,2.13,11.81,939.0,36.63
2639,2.13,11.81,935.0,36.63
2641,2.13,11.82,935.0,36.68
2643,2.13,11.83,933.0,36.72
2640,2.13,11.82,937.0,36.66
2641,2.13,11.82,933.0,36.68
2640,2.13,11.82,928.0,36.66
2641,2.13,11.82,935.0,36.68
2641,2.13,11.82,934.0,36.68
2641,2.13,11.82,937.0,36.68
2647,2.13,11.85,944.0,36.8
2651,2.14,11.87,935.0,36.89
2649,2.13,11.86,941.0,36.84
2654,2.14,11.88,939.0,36.95
2652,2.14,11.87,939.0,36.91
2655,2.14,11.89,944.0,36.97
2666,2.15,11.94,941.0,37.2
2666,2.15,11.94,943.0,37.2
2666,2.15,11.94,942.0,37.2
2669,2.15,11.95,943.0,37.26
2677,2.16,11.98,944.0,37.43
2675,2.16,11.98,944.0,37.39
2686,2.16,12.03,943.0,37.62
2685,2.16,12.02,948.0,37.6
2692,2.17,12.05,945.0,37.75
2697,2.17,12.07,947.0,37.85
2703,2.18,12.1,949.0,37.98
2699,2.18,12.08,950.0,37.89
2704,2.18,12.11,949.0,38.0
2704,2.18,12.11,948.0,38.0
2707,2.18,12.12,948.0,38.06
2705,2.18,12.11,954.0,38.02
2715,2.19,12.16,950.0,38.23
2724,2.2,12.2,951.0,38.42
2725,2.2,12.2,958.0,38.44
2733,2.2,12.24,955.0,38.61
2732,2.2,12.23,957.0,38.59
2736,2.2,12.25,954.0,38.67
2729,2.2,12.22,959.0,38.52
2734,2.2,12.24,955.0,38.63
2739,2.21,12.26,957.0,38.73
2737,2.21,12.25,957.0,38.69
2736,2.2,12.25,955.0,38.67
2740,2.21,12.27,958.0,38.75
2747,2.21,12.3,958.0,38.9
2753,2.22,12.33,959.0,39.03
2757,2.22,12.34,959.0,39.11
2758,2.22,12.35,963.0,39.13
2768,2.23,12.39,963.0,39.34
2777,2.24,12.43,967.0,39.53
2773,2.23,12.41,965.0,39.45
2779,2.24,12.44,966.0,39.57
2778,2.24,12.44,965.0,39.55
2781,2.24,12.45,964.0,39.62
2778,2.24,12.44,966.0,39.55
2780,2.24,12.45,967.0,39.59
2787,2.25,12.48,964.0,39.74
2783,2.24,12.46,971.0,39.66
2785,2.24,12.47,966.0,39.7
2786,2.25,12.47,971.0,39.72
2796,2.25,12.52,970.0,39.93
2800,2.26,12.54,974.0,40.01
2804,2.26,12.55,975.0,40.1
2811,2.27,12.58,975.0,40.24
2817,2.27,12.61,975.0,40.37
2821,2.27,12.63,976.0,40.45
2832,2.28,12.68,976.0,40.69
2832,2.28,12.68,977.0,40.69
2835,2.28,12.69,978.0,40.75
2834,2.28,12.69,975.0,40.73
2831,2.28,12.67,976.0,40.66
2830,2.28,12.67,976.0,40.64
2834,2.28,12.69,976.0,40.73
2850,2.3,12.76,976.0,41.06
2823,2.27,12.64,975.0,40.5
2814,2.27,12.6,974.0,40.31
2819,2.27,12.62,975.0,40.41
2821,2.27,12.63,973.0,40.45
2818,2.27,12.62,976.0,40.39
2806,2.26,12.56,974.0,40.14
2817,2.27,12.61,974.0,40.37
2802,2.26,12.54,974.0,40.06
2792,2.25,12.5,967.0,39.85
2784,2.24,12.46,969.0,39.68
2774,2.24,12.42,969.0,39.47
2778,2.24,12.44,962.0,39.55
2777,2.24,12.43,970.0,39.53
2759,2.22,12.35,968.0,39.15
2759,2.22,12.35,967.0,39.15
2746,2.21,12.29,969.0,38.88
2761,2.22,12.36,965.0,39.2
2786,2.25,12.47,963.0,39.72
2762,2.23,12.37,963.0,39.22
2793,2.25,12.5,960.0,39.87
2770,2.23,12.4,969.0,39.38
2762,2.23,12.37,963.0,39.22
2773,2.23,12.41,964.0,39.45
2768,2.23,12.39,960.0,39.34
2768,2.23,12.39,963.0,39.34
2755,2.22,12.33,961.0,39.07
2768,2.23,12.39,963.0,39.34
2773,2.23,12.41,959.0,39.45
2768,2.23,12.39,962.0,39.34
2768,2.23,12.39,962.0,39.34
2767,2.23,12.39,959.0,39.32
2766,2.23,12.38,960.0,39.3
2761,2.22,12.36,963.0,39.2
2767,2.23,12.39,960.0,39.32
2768,2.23,12.39,958.0,39.34
2768,2.23,12.39,955.0,39.34
2767,2.23,12.39,958.0,39.32
2768,2.23,12.39,961.0,39.34
2768,2.23,12.39,959.0,39.34
2752,2.22,12.32,959.0,39.01
2768,2.23,12.39,960.0,39.34
2766,2.23,12.38,960.0,39.3
2793,2.25,12.5,960.0,39.87
2766,2.23,12.38,959.0,39.3
2763,2.23,12.37,957.0,39.24
2761,2.22,12.36,957.0,39.2
2759,2.22,12.35,957.0,39.15
2753,2.22,12.33,976.0,39.03
2759,2.22,12.35,960.0,39.15
2756,2.22,12.34,958.0,39.09
2751,2.22,12.32,947.0,38.99
2752,2.22,12.32,955.0,39.01
2740,2.21,12.27,950.0,38.75
2747,2.21,12.3,951.0,38.9
2745,2.21,12.29,953.0,38.86
2743,2.21,12.28,948.0,38.82
2741,2.21,12.27,949.0,38.78
2742,2.21,12.28,953.0,38.8
2736,2.2,12.25,950.0,38.67
2743,2.21,12.28,949.0,38.82
2747,2.21,12.3,953.0,38.9
2741,2.21,12.27,944.0,38.78
2736,2.2,12.25,951.0,38.67
2737,2.21,12.25,950.0,38.69
2736,2.2,12.25,947.0,38.67
2736,2.2,12.25,946.0,38.67
2736,2.2,12.25,945.0,38.67
2739,2.21,12.26,945.0,38.73
2731,2.2,12.23,946.0,38.57
2736,2.2,12.25,945.0,38.67
2736,2.2,12.25,945.0,38.67
2736,2.2,12.25,944.0,38.67
2735,2.2,12.24,944.0,38.65
2735,2.2,12.24,945.0,38.65
2734,2.2,12.24,946.0,38.63
2733,2.2,12.24,944.0,38.61
2732,2.2,12.23,943.0,38.59
2723,2.19,12.19,942.0,38.4
2723,2.19,12.19,938.0,38.4
2723,2.19,12.19,943.0,38.4
2718,2.19,12.17,943.0,38.29
2720,2.19,12.18,943.0,38.33
2715,2.19,12.16,937.0,38.23
2710,2.18,12.13,932.0,38.12
2715,2.19,12.16,932.0,38.23
2710,2.18,12.13,935.0,38.12
2711,2.18,12.14,934.0,38.15
2711,2.18,12.14,933.0,38.15
2704,2.18,12.11,928.0,38.0
2703,2.18,12.1,933.0,37.98
2719,2.19,12.17,931.0,38.31
2693,2.17,12.06,929.0,37.77
2693,2.17,12.06,929.0,37.77
2694,2.17,12.06,929.0,37.79
2688,2.17,12.03,929.0,37.66
2689,2.17,12.04,925.0,37.68
2687,2.17,12.03,922.0,37.64
2685,2.16,12.02,923.0,37.6
2686,2.16,12.03,925.0,37.62
2686,2.16,12.03,926.0,37.62
2685,2.16,12.02,922.0,37.6
2688,2.17,12.03,921.0,37.66
2674,2.15,11.97,919.0,37.37
2674,2.15,11.97,917.0,37.37
2669,2.15,11.95,919.0,37.26
2672,2.15,11.96,921.0,37.33
2666,2.15,11.94,915.0,37.2
2661,2.14,11.91,919.0,37.1
2623,2.11,11.74,912.0,36.3
2640,2.13,11.82,912.0,36.66
2633,2.12,11.79,910.0,36.51
2624,2.11,11.75,907.0,36.32
2610,2.1,11.68,909.0,36.03
2603,2.1,11.65,903.0,35.88
2589,2.09,11.59,897.0,35.59
2559,2.06,11.46,897.0,34.96
2530,2.04,11.33,885.0,34.35
2512,2.02,11.25,883.0,33.97
2535,2.04,11.35,886.0,34.45
2553,2.06,11.43,894.0,34.83
2559,2.06,11.46,896.0,34.96
2559,2.06,11.46,894.0,34.96
2559,2.06,11.46,896.0,34.96
2559,2.06,11.46,890.0,34.96
2554,2.06,11.43,890.0,34.85
2559,2.06,11.46,889.0,34.96
2550,2.05,11.42,890.0,34.77
2544,2.05,11.39,886.0,34.64
2534,2.04,11.34,883.0,34.43
2528,2.04,11.32,880.0,34.31
2523,2.03,11.3,880.0,34.2
2518,2.03,11.27,883.0,34.1
2512,2.02,11.25,880.0,33.97
2512,2.02,11.25,880.0,33.97
2511,2.02,11.24,880.0,33.95
2518,2.03,11.27,877.0,34.1
2509,2.02,11.23,878.0,33.91
2511,2.02,11.24,875.0,33.95
2492,2.01,11.16,875.0,33.55
2533,2.04,11.34,879.0,34.41
2543,2.05,11.39,877.0,34.62
2473,1.99,11.07,877.0,33.15
2499,2.01,11.19,874.0,33.7
2541,2.05,11.38,874.0,34.58
2497,2.01,11.18,875.0,33.65
2537,2.04,11.36,877.0,34.49
2453,1.98,10.98,877.0,32.73
2501,2.02,11.2,875.0,33.74
2494,2.01,11.17,876.0,33.59
2497,2.01,11.18,875.0,33.65
2499,2.01,11.19,873.0,33.7
2497,2.01,11.18,870.0,33.65
2496,2.01,11.17,871.0,33.63
2495,2.01,11.17,874.0,33.61
2495,2.01,11.17,872.0,33.61
2493,2.01,11.16,873.0,33.57
2494,2.01,11.17,868.0,33.59
2489,2.01,11.14,873.0,33.49
2483,2.0,11.12,869.0,33.36
2493,2.01,11.16,871.0,33.57
2491,2.01,11.15,873.0,33.53
2481,2.0,11.11,863.0,33.32
2486,2.0,11.13,870.0,33.42
2482,2.0,11.11,869.0,33.34
2487,2.0,11.13,867.0,33.44
2480,2.0,11.1,868.0,33.3
2481,2.0,11.11,870.0,33.32
2489,2.01,11.14,867.0,33.49
2485,2.0,11.13,867.0,33.4
2482,2.0,11.11,863.0,33.34
2491,2.01,11.15,865.0,33.53
2496,2.01,11.17,867.0,33.63
2501,2.02,11.2,869.0,33.74
2486,2.0,11.13,874.0,33.42
2507,2.02,11.22,867.0,33.86
2512,2.02,11.25,871.0,33.97
2502,2.02,11.2,868.0,33.76
2513,2.03,11.25,879.0,33.99
2508,2.02,11.23,853.0,33.89
2509,2.02,11.23,869.0,33.91
2511,2.02,11.24,871.0,33.95
2512,2.02,11.25,877.0,33.97
2515,2.03,11.26,865.0,34.03
2514,2.03,11.26,874.0,34.01
2515,2.03,11.26,871.0,34.03
2519,2.03,11.28,875.0,34.12
2518,2.03,11.27,871.0,34.1
2512,2.02,11.25,875.0,33.97
2511,2.02,11.24,880.0,33.95
2507,2.02,11.22,867.0,33.86
2503,2.02,11.21,866.0,33.78
2499,2.01,11.19,863.0,33.7
2503,2.02,11.21,867.0,33.78
2499,2.01,11.19,865.0,33.7
2498,2.01,11.18,866.0,33.68
2496,2.01,11.17,865.0,33.63
2496,2.01,11.17,863.0,33.63
2487,2.0,11.13,863.0,33.44
2496,2.01,11.17,863.0,33.63
2491,2.01,11.15,861.0,33.53
2487,2.0,11.13,867.0,33.44
2485,2.0,11.13,865.0,33.4
2481,2.0,11.11,863.0,33.32
2487,2.0,11.13,857.0,33.44
2487,2.0,11.13,862.0,33.44
2481,2.0,11.11,860.0,33.32
2473,1.99,11.07,858.0,33.15
2479,2.0,11.1,859.0,33.28
2480,2.0,11.1,860.0,33.3
2478,2.0,11.09,859.0,33.26
2475,1.99,11.08,854.0,33.19
2475,1.99,11.08,859.0,33.19
2480,2.0,11.1,859.0,33.3
2469,1.99,11.05,856.0,33.07
2469,1.99,11.05,855.0,33.07
2465,1.99,11.04,853.0,32.98
2463,1.98,11.03,858.0,32.94
2460,1.98,11.01,854.0,32.88
2451,1.98,10.97,855.0,32.69
2462,1.98,11.02,859.0,32.92
2463,1.98,11.03,851.0,32.94
2469,1.99,11.05,855.0,33.07
2473,1.99,11.07,859.0,33.15
2477,2.0,11.09,854.0,33.23
2474,1.99,11.08,855.0,33.17
2469,1.99,11.05,853.0,33.07
2470,1.99,11.06,852.0,33.09
2461,1.98,11.02,851.0,32.9
2447,1.97,10.96,850.0,32.61
2452,1.98,10.98,848.0,32.71
2461,1.98,11.02,847.0,32.9
2445,1.97,10.95,848.0,32.56
2433,1.96,10.89,846.0,32.31
2421,1.95,10.84,839.0,32.06
2415,1.95,10.81,842.0,31.93
2406,1.94,10.77,837.0,31.74
2400,1.93,10.74,835.0,31.62
2387,1.92,10.69,835.0,31.35
2384,1.92,10.67,838.0,31.28
2383,1.92,10.67,834.0,31.26
2380,1.92,10.66,833.0,31.2
2375,1.91,10.63,833.0,31.09
2378,1.92,10.65,831.0,31.16
2370,1.91,10.61,831.0,30.99
2366,1.91,10.59,826.0,30.91
2365,1.91,10.59,824.0,30.88
2362,1.9,10.57,828.0,30.82
2362,1.9,10.57,828.0,30.82
2362,1.9,10.57,826.0,30.82
2357,1.9,10.55,827.0,30.72
2357,1.9,10.55,821.0,30.72
2359,1.9,10.56,822.0,30.76
2355,1.9,10.54,826.0,30.67
2364,1.91,10.58,823.0,30.86
2354,1.9,10.54,821.0,30.65
2358,1.9,10.56,827.0,30.74
2365,1.91,10.59,825.0,30.88
2357,1.9,10.55,823.0,30.72
2355,1.9,10.54,821.0,30.67
2362,1.9,10.57,820.0,30.82
2354,1.9,10.54,827.0,30.65
2342,1.89,10.49,823.0,30.4
2358,1.9,10.56,827.0,30.74
2364,1.91,10.58,820.0,30.86
2364,1.91,10.58,822.0,30.86
2365,1.91,10.59,824.0,30.88
2369,1.91,10.61,825.0,30.97
2389,1.93,10.7,827.0,31.39
2384,1.92,10.67,828.0,31.28
2379,1.92,10.65,825.0,31.18
2381,1.92,10.66,825.0,31.22
2352,1.9,10.53,831.0,30.61
2384,1.92,10.67,833.0,31.28
2400,1.93,10.74,827.0,31.62
2419,1.95,10.83,823.0,32.02
2384,1.92,10.67,824.0,31.28
2384,1.92,10.67,829.0,31.28
2384,1.92,10.67,819.0,31.28
2384,1.92,10.67,823.0,31.28
2379,1.92,10.65,819.0,31.18
2383,1.92,10.67,822.0,31.26
2352,1.9,10.53,823.0,30.61
2365,1.91,10.59,818.0,30.88
2361,1.9,10.57,819.0,30.8
2352,1.9,10.53,816.0,30.61
2343,1.89,10.49,816.0,30.42
2329,1.88,10.43,810.0,30.13
2320,1.87,10.39,810.0,29.94
2315,1.87,10.36,804.0,29.83
2313,1.86,10.36,809.0,29.79
2301,1.85,10.3,802.0,29.54
2318,1.87,10.38,809.0,29.9
2314,1.86,10.36,807.0,29.81
2315,1.87,10.36,813.0,29.83
2311,1.86,10.35,806.0,29.75
2315,1.87,10.36,804.0,29.83
2317,1.87,10.37,803.0,29.88
2316,1.87,10.37,803.0,29.86
2315,1.87,10.36,805.0,29.83
2314,1.86,10.36,806.0,29.81
2313,1.86,10.36,806.0,29.79
2314,1.86,10.36,801.0,29.81
2313,1.86,10.36,805.0,29.79
2311,1.86,10.35,803.0,29.75
2307,1.86,10.33,806.0,29.67
2315,1.87,10.36,809.0,29.83
2315,1.87,10.36,806.0,29.83
2315,1.87,10.36,811.0,29.83
2313,1.86,10.36,811.0,29.79
2316,1.87,10.37,802.0,29.86
2306,1.86,10.32,806.0,29.65
2308,1.86,10.33,803.0,29.69
2307,1.86,10.33,807.0,29.67
2309,1.86,10.34,805.0,29.71
2309,1.86,10.34,803.0,29.71
2308,1.86,10.33,804.0,29.69
2305,1.86,10.32,803.0,29.63
2309,1.86,10.34,806.0,29.71
2307,1.86,10.33,809.0,29.67
2310,1.86,10.34,806.0,29.73
2310,1.86,10.34,806.0,29.73
2307,1.86,10.33,807.0,29.67
2308,1.86,10.33,805.0,29.69
2304,1.86,10.32,802.0,29.6
2304,1.86,10.32,807.0,29.6
2307,1.86,10.33,803.0,29.67
2304,1.86,10.32,804.0,29.6
2301,1.85,10.3,800.0,29.54
2300,1.85,10.3,805.0,29.52
2290,1.85,10.25,800.0,29.31
2298,1.85,10.29,805.0,29.48
2293,1.85,10.27,805.0,29.37
2298,1.85,10.29,805.0,29.48
2293,1.85,10.27,802.0,29.37
2297,1.85,10.28,806.0,29.46
2302,1.86,10.31,803.0,29.56
2295,1.85,10.27,806.0,29.42
2288,1.84,10.24,803.0,29.27
2291,1.85,10.26,803.0,29.33
2293,1.85,10.27,807.0,29.37
2288,1.84,10.24,807.0,29.27
2288,1.84,10.24,803.0,29.27
2288,1.84,10.24,803.0,29.27
2288,1.84,10.24,806.0,29.27
2297,1.85,10.28,809.0,29.46
2302,1.86,10.31,809.0,29.56
2307,1.86,10.33,815.0,29.67
2311,1.86,10.35,810.0,29.75
2333,1.88,10.44,814.0,30.21
2305,1.86,10.32,815.0,29.63
2311,1.86,10.35,815.0,29.75
2309,1.86,10.34,816.0,29.71
2305,1.86,10.32,814.0,29.63
2307,1.86,10.33,812.0,29.67
2303,1.86,10.31,810.0,29.58
2305,1.86,10.32,816.0,29.63
2294,1.85,10.27,813.0,29.39
2310,1.86,10.34,814.0,29.73
2301,1.85,10.3,814.0,29.54
2302,1.86,10.31,814.0,29.56
2295,1.85,10.27,816.0,29.42
2295,1.85,10.27,812.0,29.42
2293,1.85,10.27,814.0,29.37
2294,1.85,10.27,816.0,29.39
2287,1.84,10.24,815.0,29.25
2279,1.84,10.2,813.0,29.08
2274,1.83,10.18,810.0,28.97
2280,1.84,10.21,815.0,29.1
2266,1.83,10.14,810.0,28.81
2258,1.82,10.11,809.0,28.64
2256,1.82,10.1,806.0,28.6
2234,1.8,10.0,803.0,28.13
2214,1.78,9.91,798.0,27.72
2181,1.76,9.76,795.0,27.02
2153,1.74,9.64,784.0,26.43
2134,1.72,9.55,786.0,26.04
2123,1.71,9.5,784.0,25.81
2113,1.7,9.46,782.0,25.6
2097,1.69,9.39,777.0,25.26
2080,1.68,9.31,773.0,24.9
2067,1.67,9.25,769.0,24.63
2078,1.67,9.3,773.0,24.86
2065,1.66,9.25,771.0,24.59
2064,1.66,9.24,771.0,24.57
2064,1.66,9.24,773.0,24.57
2064,1.66,9.24,773.0,24.57
2065,1.66,9.25,773.0,24.59
2066,1.66,9.25,778.0,24.61
2082,1.68,9.32,775.0,24.94
2063,1.66,9.24,778.0,24.55
2083,1.68,9.33,783.0,24.97
2086,1.68,9.34,780.0,25.03
2091,1.69,9.36,782.0,25.13
2099,1.69,9.4,783.0,25.3
2126,1.71,9.52,785.0,25.87
2101,1.69,9.41,785.0,25.34
2109,1.7,9.44,786.0,25.51
2099,1.69,9.4,788.0,25.3
2115,1.7,9.47,790.0,25.64
2132,1.72,9.54,791.0,25.99
2097,1.69,9.39,789.0,25.26
2106,1.7,9.43,789.0,25.45
2129,1.72,9.53,795.0,25.93
2110,1.7,9.45,791.0,25.53
2122,1.71,9.5,795.0,25.78
2125,1.71,9.51,791.0,25.85
2125,1.71,9.51,791.0,25.85
2128,1.71,9.53,793.0,25.91
2128,1.71,9.53,797.0,25.91
2130,1.72,9.54,797.0,25.95
2138,1.72,9.57,799.0,26.12
2143,1.73,9.59,799.0,26.23
2131,1.72,9.54,800.0,25.97
2160,1.74,9.67,802.0,26.58
2150,1.73,9.63,805.0,26.37
2160,1.74,9.67,805.0,26.58
2180,1.76,9.76,809.0,27.0
2160,1.74,9.67,807.0,26.58
2163,1.74,9.68,809.0,26.64
2160,1.74,9.67,807.0,26.58
2163,1.74,9.68,810.0,26.64
2177,1.75,9.75,809.0,26.94
2160,1.74,9.67,814.0,26.58
2161,1.74,9.67,814.0,26.6
2161,1.74,9.67,816.0,26.6
2162,1.74,9.68,815.0,26.62
2174,1.75,9.73,811.0,26.88
2173,1.75,9.73,816.0,26.85
2177,1.75,9.75,813.0,26.94
2178,1.76,9.75,815.0,26.96
2178,1.76,9.75,816.0,26.96
2192,1.77,9.81,816.0,27.25
2192,1.77,9.81,823.0,27.25
2194,1.77,9.82,818.0,27.3
2205,1.78,9.87,823.0,27.53
2210,1.78,9.89,835.0,27.63
2218,1.79,9.93,832.0,27.8
2223,1.79,9.95,827.0,27.9
2224,1.79,9.96,827.0,27.93
2223,1.79,9.95,836.0,27.9
2237,1.8,10.02,833.0,28.2
2233,1.8,10.0,835.0,28.11
2244,1.81,10.05,843.0,28.34
2245,1.81,10.05,835.0,28.37
2249,1.81,10.07,842.0,28.45
2255,1.82,10.1,844.0,28.58
2253,1.82,10.09,845.0,28.53
2256,1.82,10.1,843.0,28.6
2256,1.82,10.1,845.0,28.6
2256,1.82,10.1,845.0,28.6
2256,1.82,10.1,846.0,28.6
2256,1.82,10.1,848.0,28.6
2258,1.82,10.11,848.0,28.64
2256,1.82,10.1,842.0,28.6
2252,1.81,10.08,845.0,28.51
2256,1.82,10.1,845.0,28.6
2256,1.82,10.1,846.0,28.6
2256,1.82,10.1,846.0,28.6
2256,1.82,10.1,848.0,28.6
2257,1.82,10.1,848.0,28.62
2259,1.82,10.11,848.0,28.66
2263,1.82,10.13,848.0,28.74
2271,1.83,10.17,849.0,28.91
2273,1.83,10.18,849.0,28.95
2282,1.84,10.22,851.0,29.14
2279,1.84,10.2,852.0,29.08
2285,1.84,10.23,851.0,29.21
2283,1.84,10.22,854.0,29.16
2282,1.84,10.22,857.0,29.14
2259,1.82,10.11,853.0,28.66
2287,1.84,10.24,853.0,29.25
2297,1.85,10.28,853.0,29.46
2288,1.84,10.24,855.0,29.27
2282,1.84,10.22,855.0,29.14
2287,1.84,10.24,853.0,29.25
2283,1.84,10.22,852.0,29.16
2288,1.84,10.24,854.0,29.27
2285,1.84,10.23,855.0,29.21
2284,1.84,10.23,853.0,29.18
2286,1.84,10.23,855.0,29.23
2285,1.84,10.23,854.0,29.21
2286,1.84,10.23,853.0,29.23
2285,1.84,10.23,855.0,29.21
2283,1.84,10.22,853.0,29.16
2270,1.83,10.16,848.0,28.89
2262,1.82,10.13,850.0,28.72
2260,1.82,10.12,849.0,28.68
2254,1.82,10.09,848.0,28.55
2246,1.81,10.06,848.0,28.39
2245,1.81,10.05,849.0,28.37
2241,1.81,10.03,846.0,28.28
2238,1.8,10.02,845.0,28.22
2240,1.81,10.03,844.0,28.26
2239,1.8,10.02,846.0,28.24
2237,1.8,10.02,842.0,28.2
2225,1.79,9.96,841.0,27.95
2226,1.79,9.97,838.0,27.97
2223,1.79,9.95,837.0,27.9
2221,1.79,9.94,838.0,27.86
2211,1.78,9.9,837.0,27.65
2208,1.78,9.89,834.0,27.59
2195,1.77,9.83,836.0,27.32
2193,1.77,9.82,829.0,27.27
2197,1.77,9.84,826.0,27.36
2192,1.77,9.81,830.0,27.25
2178,1.76,9.75,826.0,26.96
2175,1.75,9.74,822.0,26.9
2163,1.74,9.68,818.0,26.64
2161,1.74,9.67,825.0,26.6
2200,1.77,9.85,819.0,27.42
2141,1.73,9.59,822.0,26.18
2159,1.74,9.67,818.0,26.56
2146,1.73,9.61,817.0,26.29
2134,1.72,9.55,812.0,26.04
2123,1.71,9.5,811.0,25.81
2111,1.7,9.45,804.0,25.55
2095,1.69,9.38,797.0,25.22
2063,1.66,9.24,799.0,24.55
2087,1.68,9.34,794.0,25.05
2074,1.67,9.29,797.0,24.78
2062,1.66,9.23,790.0,24.53
2061,1.66,9.23,791.0,24.5
2045,1.65,9.16,788.0,24.17
2071,1.67,9.27,785.0,24.71
2064,1.66,9.24,790.0,24.57
2033,1.64,9.1,787.0,23.92
2075,1.67,9.29,785.0,24.8
2114,1.7,9.46,784.0,25.62
2039,1.64,9.13,784.0,24.04
2081,1.68,9.32,787.0,24.92
2103,1.69,9.42,785.0,25.39
2094,1.69,9.37,788.0,25.2
2093,1.69,9.37,784.0,25.18
2094,1.69,9.37,784.0,25.2
2093,1.69,9.37,784.0,25.18
2089,1.68,9.35,784.0,25.09
2091,1.69,9.36,784.0,25.13
2093,1.69,9.37,782.0,25.18
2093,1.69,9.37,780.0,25.18
2092,1.69,9.37,783.0,25.15
2086,1.68,9.34,782.0,25.03
2079,1.68,9.31,782.0,24.88
2077,1.67,9.3,778.0,24.84
2077,1.67,9.3,769.0,24.84
2073,1.67,9.28,770.0,24.76
2067,1.67,9.25,770.0,24.63
2073,1.67,9.28,769.0,24.76
2075,1.67,9.29,771.0,24.8
2070,1.67,9.27,770.0,24.69
2070,1.67,9.27,769.0,24.69
2064,1.66,9.24,768.0,24.57
2074,1.67,9.29,770.0,24.78
2073,1.67,9.28,767.0,24.76
2070,1.67,9.27,765.0,24.69
2066,1.66,9.25,763.0,24.61
2070,1.67,9.27,765.0,24.69
2068,1.67,9.26,761.0,24.65
2053,1.65,9.19,762.0,24.34
2071,1.67,9.27,755.0,24.71
2074,1.67,9.29,758.0,24.78
2064,1.66,9.24,754.0,24.57
2065,1.66,9.25,755.0,24.59
2064,1.66,9.24,753.0,24.57
2063,1.66,9.24,750.0,24.55
2064,1.66,9.24,751.0,24.57
2063,1.66,9.24,751.0,24.55
2063,1.66,9.24,752.0,24.55
2055,1.66,9.2,752.0,24.38
2059,1.66,9.22,752.0,24.46
2057,1.66,9.21,750.0,24.42
2045,1.65,9.16,749.0,24.17
2047,1.65,9.16,746.0,24.21
2045,1.65,9.16,750.0,24.17
2043,1.65,9.15,746.0,24.13
2042,1.65,9.14,741.0,24.11
2043,1.65,9.15,738.0,24.13
2047,1.65,9.16,737.0,24.21
2039,1.64,9.13,737.0,24.04
2039,1.64,9.13,738.0,24.04
2039,1.64,9.13,737.0,24.04
2044,1.65,9.15,735.0,24.15
2041,1.64,9.14,738.0,24.08
2045,1.65,9.16,736.0,24.17
2038,1.64,9.12,738.0,24.02
2038,1.64,9.12,741.0,24.02
2037,1.64,9.12,741.0,24.0
2034,1.64,9.11,737.0,23.94
2034,1.64,9.11,735.0,23.94
