Raw Value,Voltage (V),Current (mA),Receiver Ultrasound,Pressure (mmHg)
1607,1.3,7.19,630.0,14.98
1608,1.3,7.2,630.0,15.0
1600,1.29,7.16,631.0,14.83
1604,1.29,7.18,631.0,14.91
1607,1.3,7.19,633.0,14.98
1607,1.3,7.19,631.0,14.98
1603,1.29,7.18,633.0,14.89
1601,1.29,7.17,629.0,14.85
1606,1.29,7.19,633.0,14.95
1607,1.3,7.19,635.0,14.98
1595,1.29,7.14,630.0,14.72
1601,1.29,7.17,631.0,14.85
1607,1.3,7.19,635.0,14.98
1584,1.28,7.09,630.0,14.49
1610,1.3,7.21,630.0,15.04
1612,1.3,7.22,631.0,15.08
1604,1.29,7.18,638.0,14.91
1611,1.3,7.21,636.0,15.06
1606,1.29,7.19,638.0,14.95
1609,1.3,7.2,635.0,15.02
1609,1.3,7.2,635.0,15.02
1609,1.3,7.2,639.0,15.02
1615,1.3,7.23,640.0,15.14
1607,1.3,7.19,640.0,14.98
1611,1.3,7.21,643.0,15.06
1609,1.3,7.2,641.0,15.02
1606,1.29,7.19,644.0,14.95
1610,1.3,7.21,641.0,15.04
1613,1.3,7.22,641.0,15.1
1604,1.29,7.18,641.0,14.91
1605,1.29,7.19,643.0,14.93
1606,1.29,7.19,643.0,14.95
1615,1.3,7.23,229.0,15.14
1629,1.31,7.29,367.0,15.44
1616,1.3,7.23,393.0,15.16
1620,1.31,7.25,407.0,15.25
1623,1.31,7.27,418.0,15.31
1627,1.31,7.28,432.0,15.4
1626,1.31,7.28,443.0,15.37
1628,1.31,7.29,450.0,15.42
1629,1.31,7.29,461.0,15.44
1631,1.31,7.3,466.0,15.48
1628,1.31,7.29,471.0,15.42
1633,1.32,7.31,480.0,15.52
1633,1.32,7.31,483.0,15.52
1630,1.31,7.3,495.0,15.46
1639,1.32,7.34,498.0,15.65
1637,1.32,7.33,500.0,15.61
1648,1.33,7.38,511.0,15.84
1643,1.32,7.36,511.0,15.73
1646,1.33,7.37,523.0,15.79
1648,1.33,7.38,531.0,15.84
1645,1.33,7.36,530.0,15.77
1648,1.33,7.38,535.0,15.84
1655,1.33,7.41,542.0,15.98
1654,1.33,7.4,547.0,15.96
1662,1.34,7.44,554.0,16.13
1663,1.34,7.45,557.0,16.15
1654,1.33,7.4,560.0,15.96
1651,1.33,7.39,560.0,15.9
1648,1.33,7.38,565.0,15.84
1648,1.33,7.38,570.0,15.84
1648,1.33,7.38,568.0,15.84
1645,1.33,7.36,573.0,15.77
1635,1.32,7.32,573.0,15.56
1635,1.32,7.32,577.0,15.56
1633,1.32,7.31,577.0,15.52
1631,1.31,7.3,581.0,15.48
1632,1.32,7.31,582.0,15.5
1632,1.32,7.31,586.0,15.5
1623,1.31,7.27,586.0,15.31
1617,1.3,7.24,587.0,15.19
1611,1.3,7.21,586.0,15.06
1616,1.3,7.23,591.0,15.16
1600,1.29,7.16,592.0,14.83
1584,1.28,7.09,589.0,14.49
1569,1.26,7.02,587.0,14.18
1535,1.24,6.87,583.0,13.46
1531,1.23,6.85,587.0,13.38
1522,1.23,6.81,587.0,13.19
1535,1.24,6.87,592.0,13.46
1535,1.24,6.87,593.0,13.46
1555,1.25,6.96,596.0,13.88
1535,1.24,6.87,598.0,13.46
1556,1.25,6.97,595.0,13.91
1559,1.26,6.98,602.0,13.97
1558,1.26,6.98,597.0,13.95
1561,1.26,6.99,599.0,14.01
1562,1.26,6.99,604.0,14.03
1557,1.25,6.97,605.0,13.93
1563,1.26,7.0,606.0,14.05
1584,1.28,7.09,609.0,14.49
1564,1.26,7.0,614.0,14.07
1566,1.26,7.01,614.0,14.12
1563,1.26,7.0,617.0,14.05
1563,1.26,7.0,618.0,14.05
1569,1.26,7.02,615.0,14.18
1559,1.26,6.98,617.0,13.97
1570,1.27,7.03,619.0,14.2
1567,1.26,7.02,624.0,14.14
1559,1.26,6.98,620.0,13.97
1557,1.25,6.97,624.0,13.93
1578,1.27,7.06,625.0,14.37
1535,1.24,6.87,624.0,13.46
1517,1.22,6.79,623.0,13.09
1433,1.15,6.42,607.0,11.32
1202,0.97,5.38,560.0,6.48
1017,0.82,4.55,511.0,2.59
1003,0.81,4.49,511.0,2.3
1020,0.82,4.57,511.0,2.66
1034,0.83,4.63,526.0,2.95
1036,0.83,4.64,526.0,2.99
1039,0.84,4.65,528.0,3.05
1060,0.85,4.75,537.0,3.5
1078,0.87,4.83,538.0,3.87
1104,0.89,4.94,542.0,4.42
1120,0.9,5.01,551.0,4.75
1136,0.92,5.09,551.0,5.09
1183,0.95,5.3,561.0,6.08
1192,0.96,5.34,561.0,6.27
1194,0.96,5.35,563.0,6.31
1200,0.97,5.37,568.0,6.43
1215,0.98,5.44,565.0,6.75
1238,1.0,5.54,576.0,7.23
1254,1.01,5.61,576.0,7.57
1274,1.03,5.7,581.0,7.99
1303,1.05,5.83,587.0,8.6
1315,1.06,5.89,590.0,8.85
1321,1.06,5.91,592.0,8.97
1327,1.07,5.94,592.0,9.1
1321,1.06,5.91,592.0,8.97
1328,1.07,5.95,594.0,9.12
1325,1.07,5.93,595.0,9.06
1328,1.07,5.95,594.0,9.12
1328,1.07,5.95,597.0,9.12
1330,1.07,5.95,592.0,9.16
1328,1.07,5.95,594.0,9.12
1330,1.07,5.95,593.0,9.16
1331,1.07,5.96,593.0,9.18
1333,1.07,5.97,597.0,9.23
1330,1.07,5.95,596.0,9.16
1334,1.08,5.97,593.0,9.25
1340,1.08,6.0,597.0,9.37
1338,1.08,5.99,596.0,9.33
1342,1.08,6.01,601.0,9.41
1359,1.1,6.08,603.0,9.77
1405,1.13,6.29,612.0,10.74
1424,1.15,6.38,618.0,11.13
1425,1.15,6.38,614.0,11.16
1427,1.15,6.39,618.0,11.2
1441,1.16,6.45,618.0,11.49
1451,1.17,6.5,622.0,11.7
1458,1.17,6.53,622.0,11.85
1451,1.17,6.5,622.0,11.7
1461,1.18,6.54,621.0,11.91
1461,1.18,6.54,620.0,11.91
1471,1.19,6.59,623.0,12.12
1491,1.2,6.68,624.0,12.54
1456,1.17,6.52,619.0,11.81
1443,1.16,6.46,622.0,11.53
1457,1.17,6.52,613.0,11.83
1451,1.17,6.5,619.0,11.7
1451,1.17,6.5,613.0,11.7
1456,1.17,6.52,615.0,11.81
1446,1.17,6.47,614.0,11.6
1441,1.16,6.45,614.0,11.49
1443,1.16,6.46,611.0,11.53
1442,1.16,6.46,611.0,11.51
1443,1.16,6.46,614.0,11.53
1444,1.16,6.46,610.0,11.55
1445,1.16,6.47,616.0,11.58
1454,1.17,6.51,613.0,11.76
1469,1.18,6.58,614.0,12.08
1467,1.18,6.57,611.0,12.04
1471,1.19,6.59,610.0,12.12
1476,1.19,6.61,614.0,12.23
1478,1.19,6.62,614.0,12.27
1487,1.2,6.66,611.0,12.46
1511,1.22,6.76,614.0,12.96
1498,1.21,6.71,617.0,12.69
1501,1.21,6.72,620.0,12.75
1511,1.22,6.76,619.0,12.96
1514,1.22,6.78,619.0,13.02
1514,1.22,6.78,620.0,13.02
1521,1.23,6.81,621.0,13.17
1535,1.24,6.87,621.0,13.46
1562,1.26,6.99,625.0,14.03
1568,1.26,7.02,626.0,14.16
1577,1.27,7.06,626.0,14.35
1584,1.28,7.09,627.0,14.49
1588,1.28,7.11,629.0,14.58
1600,1.29,7.16,626.0,14.83
1599,1.29,7.16,632.0,14.81
1605,1.29,7.19,627.0,14.93
1603,1.29,7.18,629.0,14.89
1609,1.3,7.2,629.0,15.02
1616,1.3,7.23,627.0,15.16
1609,1.3,7.2,629.0,15.02
1609,1.3,7.2,628.0,15.02
1611,1.3,7.21,628.0,15.06
1614,1.3,7.23,627.0,15.12
1614,1.3,7.23,631.0,15.12
1614,1.3,7.23,628.0,15.12
1616,1.3,7.23,626.0,15.16
1614,1.3,7.23,629.0,15.12
1616,1.3,7.23,627.0,15.16
1614,1.3,7.23,626.0,15.12
1615,1.3,7.23,627.0,15.14
1615,1.3,7.23,627.0,15.14
1616,1.3,7.23,626.0,15.16
1617,1.3,7.24,625.0,15.19
1615,1.3,7.23,624.0,15.14
1615,1.3,7.23,625.0,15.14
1616,1.3,7.23,625.0,15.16
1596,1.29,7.15,626.0,14.74
1610,1.3,7.21,624.0,15.04
1611,1.3,7.21,626.0,15.06
1604,1.29,7.18,624.0,14.91
1600,1.29,7.16,623.0,14.83
1613,1.3,7.22,625.0,15.1
1616,1.3,7.23,624.0,15.16
1619,1.3,7.25,624.0,15.23
1633,1.32,7.31,624.0,15.52
1638,1.32,7.33,629.0,15.63
1658,1.34,7.42,631.0,16.05
1671,1.35,7.48,641.0,16.32
1687,1.36,7.55,640.0,16.65
1710,1.38,7.66,643.0,17.14
1714,1.38,7.67,643.0,17.22
1709,1.38,7.65,651.0,17.12
1731,1.39,7.75,653.0,17.58
1747,1.41,7.82,649.0,17.91
1747,1.41,7.82,654.0,17.91
1753,1.41,7.85,655.0,18.04
1754,1.41,7.85,655.0,18.06
1757,1.42,7.87,655.0,18.12
1758,1.42,7.87,654.0,18.14
1751,1.41,7.84,656.0,18.0
1753,1.41,7.85,655.0,18.04
1748,1.41,7.83,655.0,17.93
1742,1.4,7.8,653.0,17.81
1733,1.4,7.76,655.0,17.62
1735,1.4,7.77,653.0,17.66
1723,1.39,7.71,649.0,17.41
1727,1.39,7.73,653.0,17.49
1715,1.38,7.68,647.0,17.24
1710,1.38,7.66,647.0,17.14
1715,1.38,7.68,650.0,17.24
1717,1.38,7.69,646.0,17.28
1695,1.37,7.59,644.0,16.82
1697,1.37,7.6,650.0,16.86
1690,1.36,7.57,646.0,16.72
1690,1.36,7.57,650.0,16.72
1692,1.36,7.58,650.0,16.76
1687,1.36,7.55,650.0,16.65
1691,1.36,7.57,650.0,16.74
1696,1.37,7.59,650.0,16.84
1684,1.36,7.54,652.0,16.59
1697,1.37,7.6,654.0,16.86
1695,1.37,7.59,649.0,16.82
1693,1.36,7.58,654.0,16.78
1694,1.37,7.58,653.0,16.8
1697,1.37,7.6,651.0,16.86
1691,1.36,7.57,656.0,16.74
1695,1.37,7.59,651.0,16.82
1693,1.36,7.58,656.0,16.78
1694,1.37,7.58,655.0,16.8
1694,1.37,7.58,656.0,16.8
1693,1.36,7.58,657.0,16.78
1687,1.36,7.55,654.0,16.65
1692,1.36,7.58,656.0,16.76
1692,1.36,7.58,655.0,16.76
1691,1.36,7.57,653.0,16.74
1692,1.36,7.58,656.0,16.76
1712,1.38,7.66,656.0,17.18
1686,1.36,7.55,656.0,16.63
1689,1.36,7.56,655.0,16.7
1690,1.36,7.57,657.0,16.72
1684,1.36,7.54,656.0,16.59
1680,1.35,7.52,658.0,16.51
1687,1.36,7.55,661.0,16.65
1693,1.36,7.58,658.0,16.78
1690,1.36,7.57,659.0,16.72
1697,1.37,7.6,658.0,16.86
1687,1.36,7.55,657.0,16.65
1685,1.36,7.54,661.0,16.61
1699,1.37,7.61,663.0,16.91
1691,1.36,7.57,661.0,16.74
1678,1.35,7.51,663.0,16.47
1693,1.36,7.58,667.0,16.78
1678,1.35,7.51,662.0,16.47
1691,1.36,7.57,663.0,16.74
1695,1.37,7.59,663.0,16.82
1687,1.36,7.55,670.0,16.65
1690,1.36,7.57,669.0,16.72
1680,1.35,7.52,671.0,16.51
1689,1.36,7.56,669.0,16.7
1689,1.36,7.56,669.0,16.7
1681,1.35,7.53,670.0,16.53
1683,1.36,7.53,672.0,16.57
1689,1.36,7.56,672.0,16.7
1695,1.37,7.59,675.0,16.82
1708,1.38,7.65,678.0,17.1
1712,1.38,7.66,681.0,17.18
1719,1.39,7.7,679.0,17.33
1732,1.4,7.75,686.0,17.6
1745,1.41,7.81,690.0,17.87
1744,1.41,7.81,688.0,17.85
1745,1.41,7.81,688.0,17.87
1747,1.41,7.82,689.0,17.91
1748,1.41,7.83,689.0,17.93
1747,1.41,7.82,688.0,17.91
1746,1.41,7.82,689.0,17.89
1744,1.41,7.81,688.0,17.85
1746,1.41,7.82,691.0,17.89
1744,1.41,7.81,691.0,17.85
1746,1.41,7.82,696.0,17.89
1748,1.41,7.83,698.0,17.93
1746,1.41,7.82,693.0,17.89
1744,1.41,7.81,695.0,17.85
1745,1.41,7.81,695.0,17.87
1744,1.41,7.81,697.0,17.85
1744,1.41,7.81,699.0,17.85
1748,1.41,7.83,694.0,17.93
1741,1.4,7.79,697.0,17.79
1744,1.41,7.81,705.0,17.85
1745,1.41,7.81,701.0,17.87
1744,1.41,7.81,703.0,17.85
1748,1.41,7.83,704.0,17.93
1751,1.41,7.84,694.0,18.0
1744,1.41,7.81,703.0,17.85
1744,1.41,7.81,699.0,17.85
1745,1.41,7.81,704.0,17.87
1744,1.41,7.81,704.0,17.85
1747,1.41,7.82,704.0,17.91
1747,1.41,7.82,709.0,17.91
1744,1.41,7.81,704.0,17.85
1745,1.41,7.81,710.0,17.87
1745,1.41,7.81,702.0,17.87
1744,1.41,7.81,705.0,17.85
1747,1.41,7.82,710.0,17.91
1748,1.41,7.83,711.0,17.93
1741,1.4,7.79,710.0,17.79
1744,1.41,7.81,706.0,17.85
1744,1.41,7.81,715.0,17.85
1744,1.41,7.81,705.0,17.85
1745,1.41,7.81,713.0,17.87
1745,1.41,7.81,715.0,17.87
1744,1.41,7.81,721.0,17.85
1744,1.41,7.81,704.0,17.85
1744,1.41,7.81,715.0,17.85
1744,1.41,7.81,714.0,17.85
1747,1.41,7.82,715.0,17.91
1748,1.41,7.83,715.0,17.93
1746,1.41,7.82,711.0,17.89
1755,1.41,7.86,716.0,18.08
1751,1.41,7.84,716.0,18.0
1751,1.41,7.84,714.0,18.0
1752,1.41,7.84,720.0,18.02
1755,1.41,7.86,720.0,18.08
1753,1.41,7.85,720.0,18.04
1749,1.41,7.83,718.0,17.96
1753,1.41,7.85,718.0,18.04
1744,1.41,7.81,720.0,17.85
1753,1.41,7.85,717.0,18.04
1753,1.41,7.85,720.0,18.04
1750,1.41,7.83,719.0,17.98
1750,1.41,7.83,720.0,17.98
1739,1.4,7.79,721.0,17.75
1746,1.41,7.82,720.0,17.89
1747,1.41,7.82,720.0,17.91
1744,1.41,7.81,721.0,17.85
1746,1.41,7.82,723.0,17.89
1759,1.42,7.88,721.0,18.17
1755,1.41,7.86,720.0,18.08
1747,1.41,7.82,723.0,17.91
1757,1.42,7.87,726.0,18.12
1753,1.41,7.85,721.0,18.04
1755,1.41,7.86,720.0,18.08
1758,1.42,7.87,722.0,18.14
1751,1.41,7.84,726.0,18.0
1753,1.41,7.85,726.0,18.04
1757,1.42,7.87,725.0,18.12
1760,1.42,7.88,725.0,18.19
1755,1.41,7.86,726.0,18.08
1758,1.42,7.87,725.0,18.14
1765,1.42,7.9,724.0,18.29
1757,1.42,7.87,727.0,18.12
1754,1.41,7.85,723.0,18.06
1759,1.42,7.88,727.0,18.17
1762,1.42,7.89,723.0,18.23
1763,1.42,7.89,727.0,18.25
1761,1.42,7.88,727.0,18.21
1763,1.42,7.89,730.0,18.25
1766,1.42,7.91,730.0,18.31
1764,1.42,7.9,730.0,18.27
1767,1.42,7.91,730.0,18.33
1767,1.42,7.91,726.0,18.33
1766,1.42,7.91,732.0,18.31
1771,1.43,7.93,731.0,18.42
1770,1.43,7.92,728.0,18.4
1767,1.42,7.91,727.0,18.33
1773,1.43,7.94,723.0,18.46
1765,1.42,7.9,729.0,18.29
1760,1.42,7.88,729.0,18.19
1765,1.42,7.9,733.0,18.29
1762,1.42,7.89,730.0,18.23
1763,1.42,7.89,733.0,18.25
1762,1.42,7.89,722.0,18.23
1771,1.43,7.93,722.0,18.42
1763,1.42,7.89,723.0,18.25
1765,1.42,7.9,725.0,18.29
1770,1.43,7.92,727.0,18.4
1767,1.42,7.91,722.0,18.33
1767,1.42,7.91,725.0,18.33
1767,1.42,7.91,726.0,18.33
1775,1.43,7.95,727.0,18.5
1773,1.43,7.94,726.0,18.46
1777,1.43,7.96,725.0,18.54
1776,1.43,7.95,724.0,18.52
1781,1.44,7.97,726.0,18.63
1776,1.43,7.95,726.0,18.52
1778,1.43,7.96,731.0,18.56
1777,1.43,7.96,727.0,18.54
1781,1.44,7.97,731.0,18.63
1777,1.43,7.96,731.0,18.54
1783,1.44,7.98,730.0,18.67
1782,1.44,7.98,730.0,18.65
1783,1.44,7.98,730.0,18.67
1787,1.44,8.0,724.0,18.75
1782,1.44,7.98,726.0,18.65
1783,1.44,7.98,724.0,18.67
1790,1.44,8.01,730.0,18.82
1782,1.44,7.98,725.0,18.65
1789,1.44,8.01,726.0,18.8
1787,1.44,8.0,723.0,18.75
1787,1.44,8.0,726.0,18.75
1789,1.44,8.01,725.0,18.8
1786,1.44,8.0,723.0,18.73
1788,1.44,8.0,725.0,18.77
1794,1.45,8.03,723.0,18.9
1793,1.44,8.03,725.0,18.88
1790,1.44,8.01,721.0,18.82
1803,1.45,8.07,722.0,19.09
1801,1.45,8.06,723.0,19.05
1798,1.45,8.05,720.0,18.98
1799,1.45,8.05,721.0,19.01
1805,1.45,8.08,722.0,19.13
1803,1.45,8.07,720.0,19.09
1805,1.45,8.08,723.0,19.13
1805,1.45,8.08,720.0,19.13
1802,1.45,8.07,720.0,19.07
1810,1.46,8.1,722.0,19.24
1789,1.44,8.01,719.0,18.8
1797,1.45,8.05,720.0,18.96
1797,1.45,8.05,720.0,18.96
1807,1.46,8.09,720.0,19.17
1803,1.45,8.07,718.0,19.09
1798,1.45,8.05,719.0,18.98
1800,1.45,8.06,719.0,19.03
1801,1.45,8.06,715.0,19.05
1798,1.45,8.05,713.0,18.98
1799,1.45,8.05,711.0,19.01
1799,1.45,8.05,718.0,19.01
1802,1.45,8.07,717.0,19.07
1803,1.45,8.07,717.0,19.09
1805,1.45,8.08,715.0,19.13
1803,1.45,8.07,710.0,19.09
1808,1.46,8.09,717.0,19.19
1808,1.46,8.09,718.0,19.19
1805,1.45,8.08,711.0,19.13
1805,1.45,8.08,713.0,19.13
1805,1.45,8.08,717.0,19.13
1808,1.46,8.09,710.0,19.19
1808,1.46,8.09,706.0,19.19
1805,1.45,8.08,708.0,19.13
1808,1.46,8.09,707.0,19.19
1808,1.46,8.09,710.0,19.19
1808,1.46,8.09,708.0,19.19
1808,1.46,8.09,707.0,19.19
1791,1.44,8.02,705.0,18.84
1808,1.46,8.09,704.0,19.19
1808,1.46,8.09,706.0,19.19
1809,1.46,8.1,704.0,19.22
1808,1.46,8.09,705.0,19.19
1808,1.46,8.09,702.0,19.19
1808,1.46,8.09,702.0,19.19
1808,1.46,8.09,701.0,19.19
1805,1.45,8.08,703.0,19.13
1803,1.45,8.07,703.0,19.09
1803,1.45,8.07,702.0,19.09
1807,1.46,8.09,701.0,19.17
1809,1.46,8.1,702.0,19.22
1803,1.45,8.07,703.0,19.09
1808,1.46,8.09,702.0,19.19
1808,1.46,8.09,699.0,19.19
1808,1.46,8.09,701.0,19.19
1811,1.46,8.11,699.0,19.26
1814,1.46,8.12,699.0,19.32
1803,1.45,8.07,699.0,19.09
1814,1.46,8.12,698.0,19.32
1805,1.45,8.08,702.0,19.13
1811,1.46,8.11,699.0,19.26
1805,1.45,8.08,697.0,19.13
1806,1.46,8.09,697.0,19.15
1818,1.47,8.14,693.0,19.4
1808,1.46,8.09,697.0,19.19
1803,1.45,8.07,698.0,19.09
1803,1.45,8.07,694.0,19.09
1815,1.46,8.13,693.0,19.34
1807,1.46,8.09,693.0,19.17
1797,1.45,8.05,695.0,18.96
1811,1.46,8.11,692.0,19.26
1808,1.46,8.09,694.0,19.19
1808,1.46,8.09,694.0,19.19
1803,1.45,8.07,694.0,19.09
1814,1.46,8.12,692.0,19.32
1808,1.46,8.09,697.0,19.19
1809,1.46,8.1,695.0,19.22
1808,1.46,8.09,693.0,19.19
1801,1.45,8.06,689.0,19.05
1811,1.46,8.11,695.0,19.26
1808,1.46,8.09,695.0,19.19
1807,1.46,8.09,693.0,19.17
1808,1.46,8.09,692.0,19.19
1809,1.46,8.1,688.0,19.22
1808,1.46,8.09,688.0,19.19
1809,1.46,8.1,690.0,19.22
1809,1.46,8.1,691.0,19.22
1818,1.47,8.14,690.0,19.4
1810,1.46,8.1,689.0,19.24
1793,1.44,8.03,690.0,18.88
1806,1.46,8.09,688.0,19.15
1817,1.46,8.13,690.0,19.38
1901,1.53,8.51,690.0,21.15
1813,1.46,8.12,690.0,19.3
1824,1.47,8.17,691.0,19.53
1811,1.46,8.11,693.0,19.26
1817,1.46,8.13,689.0,19.38
1820,1.47,8.15,691.0,19.45
1820,1.47,8.15,693.0,19.45
1815,1.46,8.13,689.0,19.34
1818,1.47,8.14,688.0,19.4
1817,1.46,8.13,689.0,19.38
1815,1.46,8.13,688.0,19.34
1814,1.46,8.12,689.0,19.32
1815,1.46,8.13,688.0,19.34
1823,1.47,8.16,688.0,19.51
1818,1.47,8.14,691.0,19.4
1819,1.47,8.14,688.0,19.43
1820,1.47,8.15,690.0,19.45
1822,1.47,8.16,689.0,19.49
1827,1.47,8.18,688.0,19.59
1826,1.47,8.18,689.0,19.57
1819,1.47,8.14,691.0,19.43
1824,1.47,8.17,688.0,19.53
1825,1.47,8.17,689.0,19.55
1835,1.48,8.22,688.0,19.76
1840,1.48,8.24,691.0,19.87
1825,1.47,8.17,701.0,19.55
1809,1.46,8.1,691.0,19.22
1838,1.48,8.23,690.0,19.82
1842,1.48,8.25,692.0,19.91
1809,1.46,8.1,689.0,19.22
1844,1.49,8.26,691.0,19.95
1855,1.49,8.3,697.0,20.18
1845,1.49,8.26,694.0,19.97
1853,1.49,8.3,695.0,20.14
1846,1.49,8.26,692.0,19.99
1851,1.49,8.29,694.0,20.1
1851,1.49,8.29,690.0,20.1
1883,1.52,8.43,690.0,20.77
1863,1.5,8.34,691.0,20.35
1835,1.48,8.22,689.0,19.76
1800,1.45,8.06,688.0,19.03
1827,1.47,8.18,690.0,19.59
1830,1.47,8.19,688.0,19.66
1822,1.47,8.16,688.0,19.49
1837,1.48,8.22,688.0,19.8
1809,1.46,8.1,690.0,19.22
1857,1.5,8.31,689.0,20.22
1825,1.47,8.17,691.0,19.55
1827,1.47,8.18,691.0,19.59
1838,1.48,8.23,694.0,19.82
1838,1.48,8.23,697.0,19.82
1904,1.53,8.52,698.0,21.21
1840,1.48,8.24,697.0,19.87
1870,1.51,8.37,694.0,20.5
1917,1.54,8.58,698.0,21.48
1874,1.51,8.39,698.0,20.58
1841,1.48,8.24,698.0,19.89
1874,1.51,8.39,698.0,20.58
1923,1.55,8.61,697.0,21.61
1878,1.51,8.41,701.0,20.66
1880,1.52,8.42,701.0,20.71
1846,1.49,8.26,700.0,19.99
1886,1.52,8.44,699.0,20.83
1895,1.53,8.48,697.0,21.02
1902,1.53,8.52,699.0,21.17
1915,1.54,8.57,701.0,21.44
1883,1.52,8.43,700.0,20.77
1886,1.52,8.44,707.0,20.83
1893,1.53,8.47,701.0,20.98
1894,1.53,8.48,704.0,21.0
1901,1.53,8.51,704.0,21.15
1902,1.53,8.52,705.0,21.17
1903,1.53,8.52,705.0,21.19
1907,1.54,8.54,705.0,21.27
1902,1.53,8.52,707.0,21.17
1904,1.53,8.52,710.0,21.21
1903,1.53,8.52,705.0,21.19
1904,1.53,8.52,705.0,21.21
1901,1.53,8.51,704.0,21.15
1897,1.53,8.49,702.0,21.06
1889,1.52,8.46,703.0,20.89
1895,1.53,8.48,704.0,21.02
1894,1.53,8.48,704.0,21.0
1879,1.51,8.41,705.0,20.68
1886,1.52,8.44,700.0,20.83
1896,1.53,8.49,704.0,21.04
1877,1.51,8.4,697.0,20.64
1878,1.51,8.41,700.0,20.66
1879,1.51,8.41,699.0,20.68
1876,1.51,8.4,700.0,20.62
1867,1.5,8.36,697.0,20.43
1872,1.51,8.38,697.0,20.54
1870,1.51,8.37,704.0,20.5
1874,1.51,8.39,690.0,20.58
1875,1.51,8.39,694.0,20.6
1877,1.51,8.4,702.0,20.64
1874,1.51,8.39,699.0,20.58
1876,1.51,8.4,700.0,20.62
1873,1.51,8.39,702.0,20.56
1872,1.51,8.38,698.0,20.54
1869,1.51,8.37,694.0,20.47
1860,1.5,8.33,700.0,20.29
1877,1.51,8.4,702.0,20.64
1855,1.49,8.3,701.0,20.18
1863,1.5,8.34,695.0,20.35
1862,1.5,8.34,694.0,20.33
1854,1.49,8.3,695.0,20.16
1868,1.51,8.36,699.0,20.45
1865,1.5,8.35,698.0,20.39
1863,1.5,8.34,694.0,20.35
1865,1.5,8.35,695.0,20.39
1867,1.5,8.36,695.0,20.43
1863,1.5,8.34,693.0,20.35
1865,1.5,8.35,693.0,20.39
1864,1.5,8.35,699.0,20.37
1869,1.51,8.37,697.0,20.47
1874,1.51,8.39,701.0,20.58
1879,1.51,8.41,698.0,20.68
1875,1.51,8.39,702.0,20.6
1879,1.51,8.41,702.0,20.68
1883,1.52,8.43,701.0,20.77
1886,1.52,8.44,701.0,20.83
1879,1.51,8.41,701.0,20.68
1887,1.52,8.45,702.0,20.85
1879,1.51,8.41,699.0,20.68
1883,1.52,8.43,699.0,20.77
1880,1.52,8.42,699.0,20.71
1881,1.52,8.42,702.0,20.73
1886,1.52,8.44,701.0,20.83
1882,1.52,8.43,702.0,20.75
1887,1.52,8.45,704.0,20.85
1882,1.52,8.43,702.0,20.75
1888,1.52,8.45,701.0,20.87
1891,1.52,8.47,704.0,20.94
1872,1.51,8.38,706.0,20.54
1881,1.52,8.42,701.0,20.73
1885,1.52,8.44,701.0,20.81
1883,1.52,8.43,699.0,20.77
1887,1.52,8.45,704.0,20.85
1885,1.52,8.44,709.0,20.81
1882,1.52,8.43,710.0,20.75
1881,1.52,8.42,705.0,20.73
1883,1.52,8.43,703.0,20.77
1899,1.53,8.5,695.0,21.1
1873,1.51,8.39,702.0,20.56
1883,1.52,8.43,704.0,20.77
1894,1.53,8.48,700.0,21.0
1878,1.51,8.41,704.0,20.66
1883,1.52,8.43,703.0,20.77
1885,1.52,8.44,701.0,20.81
1886,1.52,8.44,701.0,20.83
1888,1.52,8.45,699.0,20.87
1884,1.52,8.43,706.0,20.79
1886,1.52,8.44,706.0,20.83
1882,1.52,8.43,702.0,20.75
1887,1.52,8.45,701.0,20.85
1879,1.51,8.41,707.0,20.68
1885,1.52,8.44,703.0,20.81
1888,1.52,8.45,704.0,20.87
1883,1.52,8.43,700.0,20.77
1882,1.52,8.43,701.0,20.75
1878,1.51,8.41,699.0,20.66
1877,1.51,8.4,703.0,20.64
1877,1.51,8.4,706.0,20.64
1885,1.52,8.44,704.0,20.81
1881,1.52,8.42,704.0,20.73
1879,1.51,8.41,704.0,20.68
1879,1.51,8.41,703.0,20.68
1875,1.51,8.39,703.0,20.6
1877,1.51,8.4,703.0,20.64
1883,1.52,8.43,704.0,20.77
1878,1.51,8.41,703.0,20.66
1884,1.52,8.43,703.0,20.79
1889,1.52,8.46,704.0,20.89
1890,1.52,8.46,702.0,20.92
1904,1.53,8.52,706.0,21.21
1908,1.54,8.54,709.0,21.29
1917,1.54,8.58,709.0,21.48
1917,1.54,8.58,707.0,21.48
1921,1.55,8.6,715.0,21.57
1915,1.54,8.57,710.0,21.44
1917,1.54,8.58,710.0,21.48
1918,1.55,8.59,709.0,21.5
1917,1.54,8.58,711.0,21.48
1920,1.55,8.6,711.0,21.54
1915,1.54,8.57,707.0,21.44
1917,1.54,8.58,711.0,21.48
1920,1.55,8.6,715.0,21.54
1915,1.54,8.57,708.0,21.44
1915,1.54,8.57,710.0,21.44
1911,1.54,8.56,707.0,21.36
1914,1.54,8.57,707.0,21.42
1930,1.56,8.64,707.0,21.75
1910,1.54,8.55,708.0,21.33
1936,1.56,8.67,713.0,21.88
1913,1.54,8.56,707.0,21.4
1911,1.54,8.56,709.0,21.36
1914,1.54,8.57,707.0,21.42
1909,1.54,8.55,711.0,21.31
1915,1.54,8.57,706.0,21.44
